Bank,Year,STATE_SHARE,LOANS,ASSETS,DEPOSITS_ASSETS,PROFIT_BT_ASSETS,COST_TO_INCOME,EQUITY_ASSETS,LLOSS_RES_ON_GLOANS
466,2010,0.00,27 943.16,128 247.95,0.63,2.87,97.68,0.19,24.42
466,2011,0.00,43 040.37,161 489.03,0.54,1.96,97.05,0.15,15.51
467,2005,0.00,71 409.99,143 224.33,0.72,2.90,75.80,0.25,15.41
467,2006,0.00,135 481.12,223 766.42,0.76,1.80,77.38,0.19,11.07
467,2007,0.00,159 215.76,275 517.67,0.60,2.26,73.76,0.18,9.58
467,2008,0.00,87 621.17,156 068.51,0.51,1.37,98.45,0.26,16.32
468,2005,0.00,22 103.61,68 934.63,0.80,2.11,65.97,0.12,4.70
468,2006,0.00,33 644.74,107 316.71,0.50,2.31,67.80,0.13,3.60
468,2007,0.00,53 380.24,154 368.13,0.40,2.90,53.57,0.12,4.22
468,2008,0.00,49 724.92,105 282.23,0.35,1.85,92.11,0.14,7.64
468,2009,0.00,45 098.64,118 011.33,0.33,0.88,97.14,0.12,12.28
468,2010,0.00,58 446.43,143 698.63,0.28,1.92,85.64,0.11,8.68
468,2011,0.00,73 900.13,154 416.46,0.29,1.34,88.69,0.10,7.78
469,2005,0.00,39 348.01,68 932.27,0.57,3.03,55.31,0.12,4.94
469,2006,0.00,60 308.42,98 133.20,0.58,2.37,56.28,0.11,6.16
469,2007,0.00,97 423.55,147 293.22,0.62,3.92,53.69,0.11,5.28
469,2008,0.00,74 635.71,114 017.41,0.56,3.46,93.64,0.13,8.09
469,2009,0.00,53 998.42,112 137.48,0.44,0.46,99.41,0.15,15.30
469,2010,0.00,51 127.31,151 823.77,0.45,0.84,96.09,0.11,14.77
469,2011,0.00,59 740.15,153 326.77,0.43,1.28,94.24,0.11,13.40
470,2005,0.00,64 441.17,85 840.43,0.65,1.90,77.09,0.09,2.34
470,2006,0.00,89 024.50,121 117.35,0.50,1.62,81.64,0.09,1.46
470,2007,0.00,139 915.99,180 730.29,0.47,1.89,71.51,0.09,1.51
470,2011,0.00,42 970.08,151 102.06,0.30,0.52,95.45,0.14,37.34
471,2005,0.00,31 373.23,64 598.28,0.83,1.59,70.66,0.16,0.00
471,2006,0.00,54 825.59,93 241.57,0.51,2.83,80.02,0.27,3.15
471,2007,0.00,102 379.27,174 533.53,0.56,2.59,68.73,0.18,2.53
471,2008,0.00,108 145.26,190 447.65,0.54,2.60,91.59,0.15,3.59
471,2009,0.00,99 529.76,205 491.97,0.43,0.91,98.93,0.13,8.14
471,2010,0.00,72 448.64,179 765.88,0.53,1.75,89.94,0.22,11.39
471,2011,0.00,63 288.78,147 094.06,0.48,2.67,85.48,0.27,14.00
472,2005,0.00,32 343.30,49 567.93,0.75,1.32,87.08,0.20,1.11
472,2006,0.00,46 887.03,69 417.49,0.74,1.49,87.74,0.16,0.64
472,2007,0.00,72 442.05,118 801.32,0.80,1.02,80.76,0.14,1.38
472,2008,0.00,80 850.06,129 680.68,0.79,1.06,94.32,0.11,2.64
472,2009,0.00,74 509.34,129 677.99,0.74,0.81,96.70,0.11,2.92
472,2010,0.00,75 961.50,129 124.71,0.72,1.15,93.87,0.11,1.95
472,2011,0.00,76 658.29,146 033.21,0.75,0.93,97.75,0.09,2.27
473,2007,0.00,56 083.91,102 402.16,0.73,1.00,43.32,0.21,12.19
473,2008,0.00,25 358.95,64 993.09,0.59,1.56,98.58,0.28,28.78
473,2009,0.00,30 349.38,69 730.13,0.51,3.19,97.01,0.28,22.66
473,2010,0.00,92 635.50,179 350.75,0.68,1.57,91.58,0.11,3.39
473,2011,0.00,98 467.51,145 582.23,0.54,1.43,92.09,0.14,1.76
474,2005,0.00,49 215.91,77 439.42,0.79,2.00,53.22,0.15,3.53
474,2006,0.00,57 740.92,84 006.78,0.73,0.77,81.48,0.15,4.59
474,2007,0.00,80 861.23,140 939.17,0.83,1.97,83.20,0.11,2.56
474,2008,0.00,66 887.55,103 449.82,0.82,0.81,96.29,0.12,2.30
474,2009,0.00,63 860.74,104 144.13,0.75,-0.90,102.22,0.10,4.53
474,2010,0.00,58 721.32,110 690.03,0.70,1.27,90.75,0.10,5.83
474,2011,0.00,73 476.79,143 029.96,0.67,1.09,90.71,0.08,4.19
475,2006,0.00,65 456.40,86 988.85,0.67,2.11,63.76,0.31,7.75
475,2007,0.00,63 153.24,126 441.81,0.71,1.70,65.56,0.24,10.50
475,2008,0.00,51 858.55,70 791.35,0.63,2.14,94.37,0.36,13.01
475,2009,0.00,64 772.54,101 793.65,0.72,0.78,97.53,0.25,15.72
475,2010,0.00,63 248.62,99 731.17,0.66,0.47,98.88,0.24,20.06
475,2011,0.00,90 736.83,142 776.76,0.59,2.09,91.34,0.17,14.18
476,2005,0.00,44 898.81,66 801.01,0.74,1.11,62.84,0.16,0.45
476,2006,0.00,68 311.58,106 409.15,0.60,1.05,66.83,0.13,4.23
476,2007,0.00,78 710.35,138 493.94,0.59,1.62,71.92,0.12,4.91
476,2008,0.00,61 182.46,105 694.31,0.53,1.54,96.19,0.14,7.83
476,2009,0.00,56 949.77,97 836.45,0.46,1.13,98.66,0.17,12.57
476,2010,0.00,77 959.99,127 001.66,0.48,1.05,97.14,0.13,11.91
476,2011,0.00,88 342.69,142 282.98,0.44,1.56,96.08,0.12,12.38
477,2005,0.00,40 000.07,58 224.37,0.65,1.04,81.46,0.25,0.88
477,2006,0.00,63 771.21,109 667.92,0.44,0.85,71.47,0.25,1.78
477,2007,0.00,93 608.21,182 618.41,0.24,1.06,68.08,0.22,2.08
477,2008,0.00,89 772.54,180 186.73,0.30,1.02,88.45,0.22,2.72
477,2009,0.00,87 897.07,164 801.98,0.46,0.78,92.20,0.27,3.95
477,2010,0.00,89 673.95,131 774.09,0.23,0.92,90.96,0.35,5.12
477,2011,0.00,93 057.98,142 038.47,0.24,0.88,89.85,0.32,5.80
478,2007,0.00,48 818.96,107 213.09,0.57,2.24,67.71,0.08,1.78
478,2008,0.00,61 709.34,69 359.92,0.50,1.28,97.86,0.11,3.51
478,2009,0.00,61 562.20,80 927.49,0.38,-0.27,100.30,0.08,5.54
478,2010,0.00,67 761.45,124 042.73,0.32,0.92,95.55,0.06,6.09
478,2011,0.00,79 566.84,141 644.95,0.30,2.17,88.05,0.07,3.13
479,2005,0.00,86 982.13,166 997.94,0.59,2.12,76.83,0.08,2.64
479,2006,0.00,80 282.90,173 451.81,0.45,1.69,64.97,0.09,7.95
479,2007,0.00,99 364.34,229 365.93,0.42,1.80,74.72,0.08,7.64
479,2008,0.00,100 133.80,180 372.50,0.48,3.40,82.49,0.10,5.90
479,2009,0.00,70 197.79,175 597.75,0.39,2.74,90.27,0.12,8.33
479,2010,0.00,56 984.70,141 509.33,0.38,2.16,87.59,0.14,5.12
480,2006,0.00,50 429.11,66 247.36,0.48,3.15,65.05,0.13,3.89
480,2007,0.00,88 010.28,108 463.92,0.44,4.14,54.86,0.12,3.33
480,2008,0.00,58 474.94,78 836.78,0.39,3.55,86.54,0.12,8.82
480,2009,0.00,66 154.82,100 728.72,0.45,0.42,98.26,0.10,9.90
480,2010,0.00,74 034.50,116 791.60,0.34,0.37,96.75,0.09,8.29
480,2011,0.00,101 599.63,140 933.59,0.30,1.05,90.69,0.11,7.10
481,2007,0.00,99 611.02,197 817.58,0.66,3.14,57.90,0.11,4.27
481,2008,0.00,83 339.78,141 387.83,0.60,4.59,84.01,0.15,6.63
481,2009,0.00,52 329.24,117 933.22,0.52,2.03,94.58,0.22,13.02
481,2010,0.00,68 369.94,140 564.42,0.45,1.59,92.21,0.21,9.53
481,2011,0.00,69 369.86,140 068.11,0.41,3.65,84.76,0.22,6.08
482,2005,0.00,60 613.22,108 240.22,0.71,0.53,80.89,0.09,9.15
482,2006,0.00,82 708.20,159 341.31,0.65,0.99,78.15,0.07,8.35
482,2007,0.00,87 596.04,134 709.40,0.56,1.38,85.00,0.10,9.14
482,2008,0.00,76 524.76,127 455.76,0.60,1.14,97.58,0.10,9.66
482,2009,0.00,62 146.53,135 232.51,0.55,0.78,98.39,0.10,10.66
482,2010,0.00,71 319.49,140 305.21,0.46,0.81,96.87,0.10,11.05
482,2011,0.00,55 801.45,139 982.36,0.45,0.53,97.74,0.10,13.86
483,2005,0.00,43 896.15,55 119.68,0.52,1.29,73.30,0.09,0.96
483,2006,0.00,62 263.48,90 183.05,0.60,1.34,73.06,0.23,1.14
483,2007,0.00,118 622.80,167 232.60,0.49,1.71,49.54,0.14,5.43
483,2008,0.00,88 240.63,151 468.77,0.52,1.11,97.78,0.14,10.90
483,2009,0.00,66 920.94,132 719.57,0.38,-1.67,102.38,0.16,22.59
483,2010,0.00,60 070.44,157 954.77,0.32,-0.03,100.18,0.13,23.18
483,2011,0.00,63 122.92,139 046.84,0.31,0.42,97.82,0.13,21.08
484,2005,38.13,39 251.46,46 763.97,0.39,1.69,54.59,0.21,3.25
484,2006,38.13,59 563.22,74 954.48,0.56,1.36,59.26,0.15,4.97
484,2007,38.13,89 559.73,122 015.10,0.58,1.04,47.50,0.11,7.06
484,2008,38.13,70 474.37,88 164.66,0.39,1.57,95.33,0.13,10.01
484,2009,38.13,74 470.77,90 998.83,0.26,1.29,95.42,0.20,11.09
484,2010,38.13,93 921.39,121 893.30,0.32,0.97,93.86,0.15,7.70
484,2011,38.13,90 294.82,138 935.80,0.23,0.98,92.47,0.13,7.90
485,2005,0.00,37 962.86,63 453.59,0.61,1.08,47.40,0.09,7.77
485,2006,0.00,60 257.49,92 927.22,0.59,2.25,60.53,0.14,6.73
485,2007,0.00,73 154.99,140 024.97,0.59,2.88,59.87,0.13,5.84
485,2008,0.00,60 980.08,80 202.55,0.43,1.55,96.56,0.18,5.12
485,2009,0.00,59 036.40,98 171.30,0.41,1.01,97.68,0.16,8.76
485,2010,0.00,69 835.48,114 423.41,0.37,0.66,97.37,0.20,8.21
485,2011,0.00,80 143.90,136 571.57,0.41,-1.62,105.92,0.14,9.79
486,2006,0.00,58 935.74,119 649.92,0.75,2.17,87.10,0.10,14.23
486,2007,0.00,78 888.87,154 078.84,0.75,2.35,59.93,0.09,13.90
486,2008,0.00,38 438.59,94 359.30,0.57,4.63,93.94,0.25,24.99
486,2009,0.00,48 060.38,124 140.52,0.55,3.19,96.36,0.21,19.95
486,2010,0.00,62 903.93,125 850.92,0.52,2.32,94.78,0.19,14.54
486,2011,0.00,61 408.65,134 453.27,0.51,2.20,92.97,0.16,17.76
487,2005,0.00,43 985.90,68 926.64,0.70,4.66,43.35,0.17,2.73
487,2006,0.00,55 686.85,73 030.60,0.63,2.49,72.69,0.16,3.95
487,2007,0.00,63 671.16,102 096.45,0.57,5.06,66.78,0.16,3.40
487,2008,0.00,41 511.31,48 045.84,0.29,2.34,97.22,0.26,2.76
487,2009,0.00,31 453.52,57 344.97,0.51,2.35,96.98,0.23,6.52
487,2010,0.00,61 418.51,76 562.18,0.18,1.45,96.68,0.17,4.18
487,2011,0.00,112 614.07,132 186.19,0.20,1.38,93.40,0.10,3.19
488,2005,0.00,25 366.80,82 834.05,0.42,1.78,83.60,0.29,26.62
488,2006,0.00,66 182.73,107 289.59,0.58,1.86,85.67,0.26,18.84
488,2007,0.00,85 813.12,132 031.51,0.49,4.53,81.88,0.36,19.21
488,2008,0.00,61 091.07,131 807.57,0.56,3.55,95.29,0.30,31.14
489,2005,0.00,34 703.55,94 569.38,0.71,2.75,75.49,0.17,3.57
489,2006,0.00,25 918.36,89 957.77,0.57,1.83,90.10,0.20,5.24
489,2007,0.00,54 486.19,111 732.61,0.67,1.93,63.03,0.18,4.95
489,2008,0.00,59 726.38,125 597.37,0.74,1.30,97.79,0.12,4.24
489,2009,0.00,37 512.63,109 958.00,0.47,3.43,97.62,0.19,9.85
489,2010,0.00,48 991.89,119 679.06,0.61,0.97,96.55,0.16,1.50
489,2011,0.00,61 672.38,131 754.37,0.39,0.87,92.56,0.13,1.36
490,2005,0.00,74 161.87,94 733.51,0.37,2.04,53.34,0.21,4.95
490,2006,0.00,84 161.35,111 378.79,0.45,2.46,36.94,0.22,8.53
490,2007,0.00,75 514.50,151 503.86,0.72,3.24,26.17,0.20,14.34
490,2008,0.00,81 889.12,111 984.76,0.71,2.55,96.65,0.22,15.34
490,2009,0.00,72 805.00,94 247.77,0.60,1.66,98.78,0.27,22.66
490,2010,0.00,72 883.79,108 015.12,0.64,1.53,98.74,0.24,26.90
490,2011,0.00,76 572.41,131 099.63,0.69,1.37,99.25,0.19,30.11
491,2007,0.00,62 568.46,135 906.41,0.84,1.98,57.04,0.11,7.58
491,2008,0.00,42 439.86,101 901.99,0.79,3.30,89.32,0.14,14.83
491,2009,0.00,20 736.95,99 826.45,0.79,1.34,97.30,0.14,26.71
491,2010,0.00,49 944.61,112 114.84,0.60,1.81,87.82,0.19,12.92
491,2011,0.00,57 202.61,130 007.20,0.67,1.67,87.79,0.16,8.02
492,2005,0.00,2 930.29,74 092.73,0.77,1.21,74.56,0.19,23.25
492,2006,0.00,10 937.86,129 332.23,0.80,2.04,73.08,0.13,15.68
492,2007,0.00,4 391.80,109 887.39,0.81,0.45,60.00,0.17,47.19
492,2008,0.00,2 020.33,91 991.84,0.13,-0.92,101.46,0.16,73.63
492,2009,0.00,86.89,141 080.32,0.06,0.68,99.57,0.11,98.85
492,2010,0.00,84.26,128 670.43,0.06,1.84,91.90,0.14,97.81
494,2007,0.00,82 301.17,113 800.79,0.59,3.53,62.62,0.12,2.22
494,2008,0.00,88 950.19,107 766.41,0.51,2.03,90.66,0.12,3.69
494,2009,0.00,76 343.18,99 353.96,0.39,0.59,98.61,0.17,7.75
494,2010,0.00,86 847.94,123 695.32,0.43,0.36,97.44,0.13,6.45
494,2011,0.00,74 134.35,123 900.35,0.40,-2.97,121.68,0.10,12.52
495,2005,0.00,28 012.82,54 445.62,0.67,1.29,49.35,0.15,9.44
495,2006,0.00,50 234.48,99 572.22,0.61,1.03,69.80,0.10,6.56
495,2007,0.00,81 340.08,139 576.67,0.50,1.38,44.31,0.08,7.68
495,2008,0.00,61 115.47,105 110.62,0.46,1.18,97.79,0.09,13.62
495,2009,0.00,55 798.43,105 622.87,0.53,1.56,98.42,0.11,19.18
495,2010,0.00,49 058.56,90 579.78,0.54,3.34,95.51,0.14,22.82
495,2011,0.00,64 287.51,121 654.27,0.58,2.29,96.88,0.12,15.15
496,2005,0.00,43 441.40,77 011.38,0.44,2.42,87.08,0.22,6.52
496,2006,0.00,59 196.20,101 834.26,0.43,1.20,90.78,0.18,4.87
496,2007,0.00,72 152.71,119 933.02,0.47,0.82,79.81,0.16,5.94
496,2008,0.00,62 679.48,95 624.13,0.45,1.40,91.48,0.17,6.34
496,2009,0.00,57 868.96,98 093.26,0.43,-0.49,101.87,0.15,8.77
496,2010,0.00,67 711.84,115 294.89,0.41,1.03,94.33,0.13,6.96
496,2011,0.00,81 925.79,121 512.39,0.38,1.86,88.32,0.12,5.40
497,2007,0.00,41 364.98,120 581.84,0.41,1.01,63.29,0.14,10.47
497,2008,0.00,40 874.36,100 756.83,0.46,1.38,95.26,0.15,10.91
497,2009,0.00,34 162.98,92 551.67,0.36,2.18,93.64,0.16,10.69
497,2010,0.00,31 176.69,99 036.02,0.34,0.73,98.11,0.14,15.85
497,2011,61.49,33 295.96,120 848.30,0.42,0.96,95.88,0.11,5.54
498,2005,0.00,36 302.30,78 232.05,0.79,1.32,75.58,0.08,0.73
498,2006,0.00,58 830.05,98 119.68,0.59,1.38,73.81,0.08,1.18
498,2007,0.00,66 139.65,107 799.86,0.55,1.47,79.82,0.09,0.95
498,2008,0.00,53 598.39,78 019.60,0.43,0.98,90.92,0.12,1.07
498,2009,0.00,65 314.70,103 476.91,0.43,0.74,92.10,0.12,0.98
498,2010,0.00,82 214.76,121 866.75,0.42,0.58,91.68,0.10,1.46
498,2011,0.00,87 460.47,118 459.59,0.29,0.58,93.27,0.12,3.44
499,2005,0.00,34 443.29,111 897.76,0.53,2.08,41.98,0.23,8.16
499,2006,0.00,29 002.51,102 785.60,0.50,3.38,78.77,0.37,7.23
499,2007,0.00,76 536.16,132 574.37,0.59,0.80,98.05,0.31,1.76
499,2008,0.00,50 957.75,79 152.87,0.47,-0.42,100.86,0.40,2.02
499,2009,0.00,30 697.40,65 720.48,0.26,2.19,93.95,0.52,5.35
499,2010,0.00,31 766.48,104 040.27,0.40,1.53,92.64,0.33,8.13
499,2011,0.00,46 387.42,118 214.41,0.44,1.31,94.24,0.28,2.53
500,2005,0.00,32 733.09,41 559.07,0.51,2.76,68.56,0.12,2.13
500,2006,0.00,56 065.53,70 777.18,0.48,3.11,65.65,0.11,2.64
500,2007,0.00,87 720.34,112 648.64,0.54,2.61,70.67,0.12,3.46
500,2008,0.00,66 092.02,80 443.97,0.48,3.69,89.21,0.19,4.77
500,2009,0.00,61 840.41,91 022.86,0.35,1.42,93.60,0.21,5.66
500,2010,0.00,73 781.39,102 457.46,0.28,1.19,94.84,0.19,6.32
500,2011,0.00,95 830.67,118 064.83,0.36,1.25,92.04,0.16,5.56
501,2005,0.00,3 060.89,15 273.17,0.84,1.62,67.00,0.12,0.79
501,2006,0.00,32 410.34,72 465.64,0.13,0.88,78.01,0.70,0.58
501,2007,0.00,70 658.59,117 480.50,0.30,2.50,67.27,0.48,2.47
502,2005,0.00,144 750.77,274 482.46,0.72,2.21,71.66,0.10,1.17
502,2006,0.00,215 763.94,435 190.17,0.50,0.86,56.03,0.07,2.75
502,2007,0.00,190 975.46,316 018.93,0.57,2.20,59.89,0.17,4.62
502,2008,0.00,113 617.72,220 277.06,0.59,0.76,97.66,0.18,7.39
502,2009,0.00,95 685.87,233 147.11,0.54,-2.79,106.40,0.15,11.54
502,2010,0.00,69 238.63,301 229.21,0.56,1.83,89.59,0.13,6.02
502,2011,0.00,64 015.45,117 380.98,0.41,1.68,96.30,0.23,9.72
503,2005,0.00,29 668.58,50 143.35,0.61,1.78,84.51,0.13,0.97
503,2006,0.00,48 819.34,82 358.58,0.49,1.24,85.50,0.11,0.98
503,2007,0.00,70 160.39,113 109.11,0.57,1.87,82.07,0.09,0.80
503,2008,0.00,53 793.21,92 925.66,0.60,1.82,89.82,0.10,0.98
503,2009,0.00,46 859.20,99 248.35,0.46,1.14,96.02,0.15,1.47
503,2010,0.00,59 424.97,109 255.66,0.36,0.74,95.72,0.13,0.53
503,2011,0.00,72 168.18,113 443.61,0.29,0.86,93.50,0.12,0.34
504,2007,0.00,132 132.67,172 885.13,0.40,4.02,65.21,0.34,3.57
504,2008,0.00,77 870.90,119 895.89,0.38,2.86,95.64,0.28,9.44
504,2009,0.00,51 841.50,112 586.29,0.33,3.94,96.03,0.33,19.91
505,2007,0.00,66 767.97,122 304.06,0.68,0.72,87.12,0.31,1.89
505,2008,0.00,77 687.85,108 422.63,0.68,5.43,41.97,0.32,3.33
506,2007,0.00,24 782.17,120 348.24,0.52,1.49,79.44,0.18,3.60
506,2008,0.00,9 081.97,93 842.60,0.48,1.16,96.00,0.20,11.43
506,2009,0.00,13 778.57,92 285.91,0.54,5.47,91.49,0.25,11.17
506,2010,0.00,4 022.65,89 563.70,0.52,3.76,91.14,0.27,42.18
506,2011,0.00,6 978.61,107 107.78,0.60,2.42,88.92,0.22,18.15
507,2005,0.00,39 155.39,57 989.06,0.44,2.14,73.13,0.09,1.17
507,2006,0.00,64 928.24,87 006.01,0.41,2.77,63.10,0.10,1.55
507,2007,0.00,83 268.94,123 013.30,0.38,1.70,74.02,0.10,1.92
507,2008,0.00,80 020.80,105 778.72,0.36,2.84,86.61,0.12,2.64
508,2006,0.00,26 048.25,71 026.54,0.77,1.99,72.41,0.13,13.52
508,2007,0.00,37 018.32,101 176.23,0.83,1.66,76.87,0.10,11.11
508,2008,0.00,45 168.24,92 532.47,0.79,1.69,94.98,0.14,7.56
508,2009,0.00,28 480.21,96 619.72,0.75,3.04,94.33,0.17,18.27
508,2010,0.00,30 163.70,92 133.32,0.71,2.03,93.77,0.18,17.67
508,2011,0.00,36 978.30,100 426.91,0.74,2.10,89.66,0.17,10.69
509,2007,0.00,59 153.88,104 308.93,0.36,6.96,47.55,0.48,0.10
509,2008,0.00,55 074.27,88 581.00,0.31,4.46,69.58,0.50,0.00
509,2009,0.00,68 551.18,105 439.24,0.33,6.56,72.10,0.46,0.00
509,2010,0.00,74 413.04,107 915.96,0.34,6.69,56.89,0.47,1.20
509,2011,0.00,64 704.08,97 430.25,0.20,6.56,60.59,0.52,1.23
510,2007,0.00,31 865.46,107 625.01,0.86,1.40,80.77,0.11,1.35
510,2008,0.00,26 732.45,60 896.72,0.79,1.75,94.33,0.17,2.19
510,2009,0.00,22 287.21,74 628.70,0.80,1.27,96.69,0.16,3.16
510,2010,0.00,24 607.75,51 785.42,0.69,1.02,97.09,0.22,2.23
510,2011,0.00,59 178.72,94 483.93,0.76,0.35,98.04,0.12,2.44
511,2005,0.00,17 001.23,68 097.04,0.85,2.51,66.26,0.12,0.66
511,2006,0.00,23 646.64,80 139.64,0.86,3.08,50.23,0.13,3.34
511,2007,0.00,29 934.86,105 565.58,0.85,3.29,44.85,0.13,6.22
511,2008,0.00,28 448.80,48 986.23,0.71,4.42,83.60,0.27,4.63
511,2009,0.00,33 376.33,60 240.71,0.73,5.26,87.60,0.25,7.18
511,2010,0.00,48 153.03,102 940.45,0.82,3.06,80.93,0.16,4.74
511,2011,0.00,54 047.57,92 109.54,0.79,2.43,90.15,0.19,5.25
512,2007,0.00,21 834.87,122 467.63,0.42,6.15,33.78,0.48,3.26
512,2010,0.00,19 119.00,92 564.33,0.23,6.60,85.22,0.68,28.47
513,2006,0.00,46 164.31,90 642.97,0.63,2.38,68.62,0.19,4.59
513,2007,0.00,60 255.44,117 730.97,0.66,2.11,84.83,0.16,2.55
513,2008,0.00,43 935.69,81 213.53,0.66,1.73,95.59,0.16,5.02
513,2009,0.00,31 976.83,53 707.10,0.56,1.13,98.07,0.26,5.33
513,2010,0.00,38 956.78,84 509.97,0.57,1.06,91.69,0.17,3.94
514,2006,0.00,35 516.94,64 588.91,0.32,3.34,52.84,0.29,18.13
514,2007,0.00,56 576.70,114 798.42,0.57,4.93,68.30,0.21,10.58
514,2008,0.00,48 879.42,87 675.60,0.51,8.22,81.86,0.28,10.29
514,2009,0.00,51 903.31,96 286.92,0.50,6.86,90.71,0.31,12.05
514,2010,0.00,58 935.58,91 115.99,0.39,4.16,81.95,0.34,9.52
514,2011,0.00,58 426.98,84 039.46,0.33,4.95,81.25,0.38,8.40
515,2005,0.00,40 379.26,90 529.53,0.54,2.52,47.40,0.33,18.58
515,2006,0.00,61 512.70,99 275.53,0.51,2.68,66.43,0.35,15.17
515,2007,0.00,69 362.96,117 176.75,0.40,2.26,116.52,0.31,9.11
515,2008,0.00,70 515.89,109 837.55,0.43,1.35,96.23,0.28,7.71
515,2009,0.00,66 602.19,129 833.33,0.45,1.55,96.20,0.26,8.35
515,2010,0.00,38 400.56,119 941.59,0.28,0.93,96.51,0.25,8.87
515,2011,0.00,29 260.16,83 623.79,0.12,0.77,98.12,0.48,6.81
516,2005,0.00,46 532.65,87 290.27,0.61,2.28,68.62,0.31,8.90
516,2006,0.00,52 671.25,110 797.65,0.61,1.98,63.33,0.28,10.74
516,2007,0.00,63 545.80,124 507.99,0.67,2.60,59.93,0.29,10.70
516,2008,0.00,50 650.64,75 439.44,0.56,2.71,92.77,0.41,13.27
516,2009,0.00,49 679.48,66 679.42,0.48,3.03,91.70,0.49,16.43
516,2010,0.00,43 512.43,66 282.46,0.48,2.19,93.61,0.48,21.16
516,2011,0.00,49 521.31,82 370.56,0.59,1.88,94.75,0.38,18.77
517,2006,0.00,48 566.90,98 260.84,0.67,1.33,70.29,0.10,1.35
517,2007,0.00,77 119.59,149 765.05,0.70,1.73,66.09,0.15,1.09
517,2008,0.00,55 059.74,98 112.15,0.65,2.52,93.24,0.20,2.55
517,2009,0.00,44 264.20,66 957.57,0.55,1.68,98.07,0.30,6.31
517,2010,0.00,24 338.30,72 333.76,0.51,2.83,93.52,0.29,9.32
517,2011,0.00,43 924.70,81 381.28,0.56,6.44,85.41,0.25,6.69
518,2005,0.00,61 107.24,99 338.80,0.87,0.90,75.64,0.12,7.60
518,2006,0.00,107 557.64,202 386.26,0.81,1.41,85.98,0.11,6.27
518,2007,0.00,94 829.42,255 337.77,0.76,1.48,101.58,0.10,2.90
518,2008,0.00,100 972.73,161 780.07,0.76,5.78,94.36,0.18,4.59
518,2009,0.00,56 541.06,103 369.73,0.72,1.84,98.73,0.28,14.73
518,2010,0.00,50 691.21,80 800.67,0.65,1.75,98.08,0.34,14.84
519,2006,23.28,42 646.11,85 795.39,0.50,1.43,78.98,0.07,3.39
519,2007,22.04,45 310.88,107 356.98,0.49,1.47,85.71,0.06,1.97
519,2008,28.59,30 708.50,83 459.01,0.47,1.25,91.83,0.11,3.78
519,2009,31.69,13 801.48,76 542.66,0.43,1.75,91.99,0.13,11.57
519,2010,30.62,21 064.87,81 379.53,0.44,1.18,90.40,0.13,5.30
519,2011,45.88,29 094.70,79 076.53,0.61,0.72,92.99,0.12,1.83
520,2005,0.00,88 281.11,198 732.57,0.74,2.80,60.68,0.13,0.93
520,2006,0.00,113 492.26,213 823.39,0.66,3.26,57.02,0.15,1.89
520,2007,0.00,152 507.27,268 940.12,0.58,3.68,53.23,0.15,2.53
520,2008,0.00,108 234.98,238 866.36,0.57,6.76,78.32,0.20,6.26
520,2009,0.00,37 955.75,263 736.72,0.61,4.36,88.16,0.20,34.96
520,2010,0.00,18 174.65,231 632.70,0.47,5.79,58.19,0.26,39.27
521,2006,0.00,22 707.94,38 803.62,0.35,1.26,50.23,0.21,20.71
521,2007,0.00,30 694.77,113 961.83,0.59,1.11,41.10,0.10,20.86
521,2008,0.00,34 683.19,75 188.70,0.50,0.45,98.88,0.11,18.45
521,2009,0.00,31 801.71,59 579.25,0.26,0.66,99.49,0.16,22.32
521,2010,0.00,33 831.98,69 988.12,0.37,0.59,98.88,0.14,21.79
521,2011,0.00,33 582.58,74 575.06,0.36,0.56,98.76,0.12,23.22
522,2007,0.00,50 448.62,117 530.86,0.80,2.79,53.20,0.10,8.79
522,2008,0.00,35 126.96,121 677.62,0.79,1.09,95.25,0.09,9.66
522,2009,0.00,30 901.66,151 686.40,0.85,0.80,95.29,0.08,12.85
522,2010,0.00,40 362.37,125 456.36,0.73,0.76,92.32,0.11,10.70
522,2011,0.00,34 660.16,73 333.94,0.49,1.33,90.52,0.19,12.24
524,2005,0.00,2 890.85,14 916.50,0.83,1.11,67.45,0.10,7.99
524,2006,0.00,51 414.75,71 975.23,0.12,1.11,75.75,0.70,0.99
524,2007,0.00,80 657.66,115 915.58,0.25,2.29,72.93,0.48,3.11
524,2008,0.00,71 323.91,96 119.66,0.25,1.37,96.55,0.48,4.48
524,2009,0.00,51 199.13,65 631.89,0.10,0.82,98.86,0.71,5.04
525,2005,0.00,54 447.50,71 641.70,0.30,2.67,60.11,0.09,4.90
525,2006,0.00,65 961.88,93 675.58,0.27,2.01,63.17,0.10,5.69
525,2007,0.00,65 978.56,109 262.45,0.22,1.97,73.73,0.22,6.83
525,2008,0.00,19 799.32,42 235.37,0.19,4.36,88.95,0.50,13.83
525,2010,0.00,13 720.72,47 768.01,0.24,-4.85,116.17,0.36,18.91
525,2011,0.00,16 919.22,53 350.72,0.23,-3.31,115.37,0.25,14.47
526,2005,0.00,16 241.61,24 413.55,0.60,1.32,77.15,0.10,0.81
526,2006,0.00,44 091.40,58 442.53,0.46,1.82,72.23,0.15,0.61
526,2007,0.00,73 274.52,107 100.20,0.53,2.17,59.83,0.13,1.60
526,2008,0.00,23 664.35,32 790.06,0.13,0.02,97.36,0.38,12.67
