Bank,Year,STATE_SHARE,LOANS,ASSETS,DEPOSITS_ASSETS,PROFIT_BT_ASSETS,COST_TO_INCOME,EQUITY_ASSETS,LLOSS_RES_ON_GLOANS
295,2007,0.00,675 159.48,1 070 145.26,0.86,3.58,52.85,0.11,3.05
295,2008,0.00,537 817.75,846 829.89,0.81,6.97,36.30,0.17,5.62
296,2009,0.00,601 487.47,709 861.19,0.16,7.56,94.44,0.23,21.96
296,2011,0.00,721 272.62,846 423.68,0.24,10.59,79.02,0.29,16.44
297,2006,0.00,74 994.55,114 182.35,0.69,2.20,77.33,0.14,16.06
297,2007,0.00,90 550.92,180 708.90,0.57,3.71,78.74,0.30,20.60
297,2008,0.00,207 790.74,329 771.22,0.71,0.92,98.47,0.14,9.04
297,2009,0.00,311 607.75,428 331.32,0.75,1.43,97.86,0.12,12.75
297,2010,0.00,277 354.21,503 520.38,0.49,0.73,99.01,0.17,20.89
297,2011,0.00,542 454.04,821 539.02,0.50,0.58,98.58,0.13,15.09
298,2005,0.00,76 298.93,116 598.70,0.33,2.14,48.34,0.11,21.24
298,2006,0.00,156 937.16,244 339.01,0.51,1.46,53.48,0.07,17.43
298,2007,0.00,232 793.75,310 102.98,0.44,1.57,45.77,0.11,15.72
298,2008,0.00,262 512.43,339 736.91,0.57,1.10,98.22,0.09,13.73
298,2009,0.00,347 339.84,461 964.35,0.45,0.82,99.01,0.10,10.81
298,2010,0.00,483 838.36,587 399.71,0.35,0.55,98.20,0.11,8.43
298,2011,0.00,595 106.29,795 471.52,0.40,0.86,96.46,0.08,8.23
299,2006,0.00,208 023.06,307 632.64,0.73,4.96,38.65,0.15,6.35
299,2007,0.00,236 669.17,385 861.63,0.56,6.51,44.29,0.18,5.95
299,2008,0.00,181 505.87,294 070.38,0.58,3.74,95.51,0.18,9.66
299,2009,0.00,161 982.48,399 763.60,0.65,1.51,98.70,0.15,15.06
299,2010,0.00,250 640.57,705 017.94,0.70,2.08,94.38,0.10,9.79
299,2011,0.00,293 685.88,782 046.10,0.72,4.22,83.70,0.09,5.17
300,2005,0.00,143 201.60,483 547.31,0.75,5.73,47.53,0.13,2.33
300,2006,0.00,141 486.68,566 041.67,0.73,3.46,57.23,0.15,2.45
300,2007,0.00,472 574.16,885 179.77,0.73,2.21,64.37,0.12,1.46
300,2008,0.00,384 324.26,781 143.24,0.82,-2.33,85.17,0.10,7.46
301,2005,0.00,148 755.19,311 944.22,0.79,2.09,71.87,0.12,2.55
301,2006,0.00,209 530.74,545 128.19,0.86,2.05,25.51,0.09,2.06
301,2007,0.00,265 732.70,525 636.79,0.71,1.60,25.57,0.11,3.46
301,2008,0.00,209 355.26,645 041.75,0.85,1.42,94.50,0.09,3.54
301,2009,0.00,257 768.76,542 270.48,0.81,1.14,98.19,0.11,4.91
301,2010,0.00,405 849.27,643 083.49,0.63,1.61,91.54,0.10,4.40
301,2011,0.00,555 605.64,777 033.13,0.43,1.15,92.59,0.09,4.56
302,2005,0.00,76 613.19,115 594.55,0.53,4.15,54.37,0.10,6.88
302,2006,0.00,148 041.74,214 662.70,0.44,4.12,56.74,0.08,6.95
302,2007,0.00,290 387.43,423 876.97,0.42,4.04,56.19,0.10,5.97
302,2008,0.00,217 759.70,358 211.74,0.36,5.00,90.69,0.12,10.04
302,2009,0.00,206 943.34,437 239.67,0.35,1.72,96.97,0.11,16.56
302,2010,0.00,337 000.93,582 640.27,0.34,3.27,87.67,0.10,9.32
302,2011,0.00,521 395.66,767 828.98,0.27,4.31,81.44,0.09,5.72
303,2005,0.00,287 938.00,428 496.29,0.73,1.09,77.53,0.10,13.21
303,2006,0.00,457 532.76,682 434.49,0.59,0.96,91.78,0.11,12.21
303,2007,0.00,593 007.34,796 057.14,0.54,0.72,93.98,0.11,11.82
303,2008,0.00,521 700.78,697 934.49,0.64,1.86,97.88,0.11,10.13
303,2009,0.00,453 505.24,602 234.88,0.50,0.90,99.44,0.14,11.00
303,2010,0.00,421 642.93,693 048.45,0.48,0.82,98.02,0.12,13.26
303,2011,0.00,602 774.30,743 057.75,0.51,0.75,98.55,0.11,9.36
304,2005,0.00,219 595.56,411 148.32,0.53,1.39,44.14,0.06,2.66
304,2006,0.00,312 742.46,499 717.02,0.50,2.02,40.48,0.08,4.14
304,2007,0.00,394 671.75,636 193.29,0.46,2.27,37.84,0.07,6.76
304,2008,0.00,338 632.94,538 252.63,0.46,1.65,94.63,0.07,9.11
304,2009,0.00,333 139.62,589 812.34,0.47,2.35,94.68,0.08,11.81
304,2010,0.00,416 306.40,666 405.32,0.40,2.16,91.82,0.09,9.38
304,2011,0.00,487 933.06,732 321.63,0.38,2.05,90.11,0.08,8.34
305,2005,0.00,157 503.49,221 009.82,0.54,3.20,61.25,0.16,1.98
305,2006,0.00,258 080.06,356 545.26,0.57,2.50,62.60,0.13,2.09
305,2007,0.00,340 292.54,501 312.50,0.58,2.49,57.42,0.16,2.70
305,2008,0.00,373 063.35,525 005.12,0.57,2.83,80.83,0.13,3.37
305,2009,0.00,381 681.64,689 661.70,0.55,1.12,92.98,0.16,6.15
305,2010,0.00,347 126.50,778 778.75,0.58,0.58,94.28,0.13,7.36
305,2011,0.00,471 667.61,720 848.35,0.40,0.94,90.15,0.15,5.44
306,2006,0.00,297 184.39,402 995.24,0.82,2.40,69.43,0.09,0.79
306,2007,0.00,436 112.43,568 060.71,0.70,3.38,63.75,0.19,1.33
306,2008,0.00,440 093.51,543 424.58,0.75,1.50,90.85,0.15,2.35
306,2009,0.00,490 588.23,595 646.78,0.74,-0.08,100.37,0.14,4.03
306,2010,0.00,479 352.77,608 410.71,0.63,1.09,95.57,0.15,13.35
306,2011,0.00,553 275.45,715 674.15,0.65,0.89,93.82,0.12,11.22
307,2005,0.00,44 133.73,60 663.01,0.45,1.63,85.78,0.20,1.10
307,2006,0.00,104 289.72,144 606.87,0.55,1.28,68.03,0.09,1.52
307,2007,0.00,209 701.58,284 016.34,0.51,2.24,48.93,0.11,2.77
307,2008,0.00,250 072.81,334 901.82,0.60,1.99,97.65,0.11,6.47
307,2009,0.00,286 818.30,493 220.77,0.46,0.91,99.31,0.08,9.28
307,2010,0.00,332 543.22,589 610.90,0.30,1.14,93.79,0.07,8.94
307,2011,0.00,489 408.71,713 438.88,0.27,1.15,91.35,0.07,6.46
308,2005,0.00,43 672.37,64 101.45,0.65,-0.24,95.14,0.24,2.55
308,2006,0.00,100 478.14,148 926.55,0.83,0.81,74.81,0.12,2.28
308,2007,0.00,184 146.63,289 788.23,0.84,1.31,56.31,0.11,3.97
308,2008,0.00,241 365.00,334 566.59,0.85,1.40,42.46,0.10,7.63
308,2011,0.00,525 697.20,709 241.17,0.89,1.61,57.74,0.08,7.43
309,2006,0.00,86 497.94,128 078.28,0.65,0.82,80.99,0.20,22.46
309,2007,0.00,143 991.37,196 403.43,0.74,1.37,75.69,0.15,23.15
309,2008,0.00,122 184.73,180 829.50,0.81,1.41,99.07,0.14,26.88
309,2009,0.00,148 312.52,246 213.74,0.87,0.82,99.19,0.10,27.48
309,2010,0.00,261 126.09,421 066.96,0.66,0.68,98.77,0.07,17.45
309,2011,0.00,409 503.72,693 166.05,0.62,0.46,98.86,0.07,12.94
310,2005,0.00,97 271.99,172 529.81,0.74,1.22,78.53,0.15,2.34
310,2006,0.00,50 179.33,195 097.20,0.74,1.37,90.03,0.15,3.41
310,2007,0.00,154 701.82,255 542.44,0.42,1.37,62.00,0.13,2.51
310,2008,0.00,249 209.48,480 300.73,0.36,0.77,97.19,0.06,1.58
310,2009,0.00,236 028.31,543 019.07,0.35,0.89,99.13,0.10,4.04
310,2010,0.00,332 728.74,688 400.14,0.28,1.22,88.23,0.09,3.61
310,2011,0.00,359 859.04,689 627.18,0.29,0.66,92.92,0.09,3.06
311,2007,0.00,472 377.10,755 128.11,0.67,4.31,44.30,0.12,1.22
311,2008,0.00,386 128.76,749 108.82,0.70,4.60,62.87,0.13,1.04
311,2009,0.00,139 624.28,793 626.08,0.75,2.24,92.69,0.13,9.98
311,2010,0.00,200 264.95,676 813.20,0.70,2.41,74.70,0.16,3.60
311,2011,0.00,321 671.50,671 206.53,0.68,2.85,66.82,0.16,0.95
312,2005,0.00,270 080.79,528 362.74,0.65,5.39,68.14,0.11,7.89
312,2006,0.00,399 759.22,702 925.43,0.62,1.99,70.75,0.10,6.26
312,2007,0.00,542 145.01,879 378.46,0.72,4.21,54.92,0.12,6.33
312,2008,0.00,448 724.33,956 961.13,0.80,2.72,59.17,0.11,9.62
312,2009,0.00,260 205.26,618 022.62,0.71,0.61,95.41,0.17,14.97
312,2010,0.00,179 686.90,664 030.76,0.80,0.15,97.66,0.15,12.28
312,2011,0.00,301 303.57,660 536.51,0.80,0.44,88.45,0.14,7.75
313,2005,0.00,318 269.45,531 996.17,0.65,2.93,78.84,0.10,6.29
313,2006,0.00,435 687.38,709 608.82,0.66,1.75,64.82,0.09,6.50
313,2007,0.00,544 295.44,857 273.74,0.60,1.13,62.45,0.09,9.18
313,2008,0.00,460 515.19,928 374.18,0.50,2.46,95.22,0.08,11.01
313,2009,0.00,279 266.73,613 005.53,0.46,2.28,97.65,0.13,15.37
313,2010,0.00,305 475.58,647 776.52,0.32,1.29,96.86,0.12,9.80
313,2011,0.00,360 282.76,643 301.16,0.34,0.47,98.67,0.11,8.99
314,2005,0.00,241 460.48,372 217.93,0.63,8.95,41.23,0.20,1.11
314,2006,0.00,327 562.23,555 124.58,0.66,7.25,34.24,0.15,1.37
314,2007,20.48,449 853.78,711 291.14,0.51,4.71,38.27,0.15,1.37
314,2008,22.01,347 072.14,659 710.10,0.52,4.65,85.48,0.18,1.58
314,2009,25.33,250 936.82,562 794.87,0.34,2.88,95.37,0.23,4.91
314,2010,20.49,279 569.27,685 673.75,0.40,2.30,76.23,0.18,5.65
314,2011,20.49,376 971.49,636 743.47,0.33,2.49,84.05,0.20,5.13
315,2009,0.00,278 771.26,535 422.88,0.33,3.80,97.77,0.14,0.18
315,2010,0.00,188 912.71,543 559.13,0.51,1.33,55.34,0.14,0.00
315,2011,0.00,298 722.85,634 727.05,0.55,0.95,61.76,0.11,0.00
316,2005,0.00,149 616.89,722 083.90,0.34,5.08,82.93,0.27,8.10
316,2006,0.00,140 068.81,840 526.40,0.45,2.55,89.03,0.26,11.98
316,2007,0.00,77 061.09,622 215.85,0.33,1.03,106.20,0.38,12.95
317,2005,0.00,95 957.06,255 110.34,0.74,0.99,27.54,0.15,14.74
317,2006,0.00,144 847.50,441 807.48,0.80,0.97,42.51,0.10,14.34
317,2007,0.00,180 768.59,338 169.77,0.61,2.26,50.68,0.16,14.17
317,2008,0.00,167 918.14,280 521.34,0.61,0.75,98.19,0.14,14.77
317,2009,0.00,145 756.46,358 704.25,0.59,0.82,98.69,0.12,22.40
317,2010,0.00,228 256.54,510 242.79,0.49,1.52,89.01,0.09,12.37
317,2011,0.00,280 920.91,612 706.25,0.52,1.83,87.15,0.09,5.89
318,2005,0.00,273 660.71,437 442.11,0.63,2.34,74.04,0.08,2.36
318,2006,0.00,541 587.85,749 542.24,0.69,3.63,55.05,0.08,2.30
318,2007,0.00,475 990.57,595 439.89,0.60,4.77,72.19,0.17,1.69
318,2008,0.00,276 411.66,444 353.29,0.45,1.47,94.80,0.20,4.52
318,2009,0.00,320 402.22,523 991.04,0.47,0.38,98.68,0.17,6.14
318,2010,0.00,285 476.69,582 217.43,0.57,-0.57,105.98,0.14,8.83
318,2011,0.00,227 769.60,598 641.44,0.58,-0.52,105.65,0.12,8.18
319,2005,0.00,135 975.06,181 709.90,0.40,2.29,66.32,0.09,5.65
319,2006,0.00,220 597.43,289 772.05,0.28,2.22,70.95,0.08,4.61
319,2007,0.00,336 983.52,428 344.01,0.30,3.57,66.75,0.10,3.70
319,2008,0.00,283 197.62,376 167.52,0.38,0.94,96.97,0.14,7.52
319,2009,0.00,297 519.95,444 887.56,0.23,0.69,97.89,0.13,12.34
319,2010,0.00,356 032.10,542 814.64,0.19,0.98,94.53,0.11,9.90
319,2011,0.00,386 616.20,596 897.87,0.24,0.71,95.92,0.11,10.06
320,2006,0.00,115 424.12,193 371.75,0.58,1.73,57.48,0.24,1.15
320,2007,0.00,279 052.60,363 098.97,0.63,3.16,45.04,0.16,2.24
320,2008,0.00,240 746.97,315 792.37,0.50,3.01,85.79,0.24,3.22
320,2009,0.00,265 642.75,383 141.39,0.44,1.16,95.25,0.21,4.39
320,2010,0.00,332 482.42,466 129.15,0.43,0.73,91.85,0.17,3.70
320,2011,0.00,390 513.94,586 831.37,0.46,0.49,95.78,0.12,3.94
321,2005,0.00,87 742.03,133 348.53,0.64,1.22,70.31,0.10,5.33
321,2006,0.00,122 990.80,191 168.27,0.58,1.64,78.76,0.08,4.33
321,2007,0.00,199 326.41,280 110.89,0.39,3.85,61.72,0.08,4.29
321,2008,0.00,180 476.65,290 862.05,0.35,4.53,87.48,0.15,9.93
321,2009,0.00,175 147.14,357 900.69,0.35,1.38,94.36,0.13,17.05
321,2010,0.00,266 781.19,432 791.02,0.28,2.17,89.12,0.11,14.15
321,2011,0.00,410 453.87,582 846.79,0.33,3.39,82.07,0.10,9.17
322,2006,0.00,22 147.16,135 455.87,0.76,1.42,47.61,0.08,10.08
322,2007,0.00,44 611.14,149 748.72,0.76,1.49,73.50,0.08,9.24
322,2008,0.00,67 114.20,115 805.51,0.69,1.67,96.91,0.09,8.90
322,2009,0.00,85 419.94,200 378.01,0.67,2.53,95.94,0.07,13.24
322,2010,0.00,133 949.81,400 661.93,0.60,2.39,89.59,0.06,5.74
322,2011,0.00,275 327.13,565 884.58,0.57,1.41,92.90,0.08,4.45
323,2005,49.12,94 734.65,189 702.08,0.84,4.26,55.99,0.15,3.08
323,2006,49.12,168 443.40,364 352.42,0.86,2.23,59.32,0.11,3.13
323,2007,49.12,253 587.11,563 610.65,0.84,0.77,78.40,0.10,3.17
324,2005,0.00,17 669.56,25 151.71,0.84,0.87,83.04,0.08,0.99
324,2006,0.00,39 334.55,46 728.96,0.29,2.41,75.22,0.23,0.86
324,2007,0.00,103 906.10,127 915.56,0.27,1.34,40.84,0.18,8.82
324,2008,0.00,139 486.91,166 257.14,0.47,0.66,98.74,0.11,11.16
324,2009,0.00,7 460.14,440 856.71,0.71,4.92,87.29,0.11,27.25
324,2010,0.00,64 717.64,508 696.47,0.74,6.76,50.42,0.13,10.74
324,2011,0.00,73 940.94,563 211.06,0.73,1.88,90.18,0.11,19.92
325,2007,0.00,249 733.15,338 178.61,0.71,3.61,54.25,0.23,3.47
325,2008,0.00,250 302.93,320 281.56,0.70,3.23,56.08,0.26,4.46
325,2009,0.00,239 318.61,353 886.03,0.70,0.64,63.82,0.24,4.80
325,2010,0.00,262 854.81,422 057.35,0.73,2.52,52.19,0.21,3.71
325,2011,0.00,333 984.54,554 663.44,0.78,2.26,47.13,0.17,3.46
326,2007,0.00,459 708.62,779 440.39,0.60,-0.74,107.43,0.24,1.30
326,2008,0.00,410 409.67,701 379.17,0.58,0.51,84.09,0.21,2.01
326,2009,0.00,304 041.76,557 184.51,0.63,-2.93,113.38,0.24,6.07
327,2005,0.00,151 296.80,249 554.43,0.79,-0.04,67.83,0.12,5.66
327,2006,0.00,220 237.66,348 215.60,0.84,2.02,58.24,0.13,6.29
327,2007,0.00,359 921.29,530 697.21,0.82,5.39,44.36,0.14,5.61
327,2008,0.00,327 493.85,479 949.23,0.77,3.64,46.08,0.16,7.34
327,2009,0.00,228 896.78,528 881.56,0.80,0.13,43.87,0.14,18.00
327,2010,0.00,210 684.15,547 545.82,0.85,-1.63,69.66,0.12,23.56
328,2007,0.00,195 044.44,326 364.16,0.83,3.41,30.79,0.12,7.78
328,2008,0.00,231 981.19,346 673.30,0.80,1.59,29.42,0.11,11.62
328,2009,0.00,245 835.56,377 014.43,0.82,1.67,29.76,0.10,16.88
328,2010,0.00,334 046.43,544 527.15,0.83,1.96,29.09,0.09,16.70
330,2006,0.00,58 611.76,115 491.30,0.62,2.06,45.12,0.26,14.31
330,2007,0.00,99 443.05,186 061.02,0.66,1.52,88.99,0.18,8.61
330,2008,0.00,93 630.52,145 664.29,0.63,1.42,96.82,0.20,8.63
330,2009,0.00,120 931.88,215 206.30,0.68,1.33,97.22,0.18,8.86
330,2010,0.00,226 903.45,398 671.93,0.57,0.89,93.90,0.10,3.49
330,2011,0.00,265 813.40,540 062.73,0.39,1.22,90.63,0.08,3.92
331,2007,0.00,25 079.32,176 859.43,0.60,2.12,59.21,0.05,8.13
331,2008,0.00,68 724.08,155 953.09,0.60,2.60,93.87,0.06,8.59
331,2009,0.00,68 179.50,262 246.47,0.72,2.71,94.81,0.09,11.13
331,2010,0.00,151 667.68,497 451.82,0.66,1.49,92.66,0.05,7.31
331,2011,0.00,276 959.53,507 606.25,0.62,1.35,95.27,0.09,5.44
332,2005,0.00,45 049.32,125 112.97,0.76,3.56,60.42,0.15,5.27
332,2006,0.00,57 262.55,171 844.32,0.74,3.33,56.34,0.14,3.88
332,2007,0.00,119 662.39,241 894.71,0.68,2.20,65.18,0.17,2.85
332,2008,0.00,116 642.80,252 871.07,0.68,2.84,91.11,0.15,4.09
332,2009,0.00,96 420.75,282 102.70,0.68,2.84,94.36,0.14,8.97
332,2010,0.00,160 522.29,384 842.70,0.62,3.06,90.43,0.11,7.23
332,2011,0.00,244 391.55,500 923.64,0.60,2.59,87.81,0.09,6.03
333,2005,0.00,16 888.74,49 335.54,0.85,2.07,69.24,0.12,6.79
333,2006,0.00,45 436.76,118 620.19,0.80,0.80,55.94,0.05,6.66
333,2007,0.00,119 733.40,255 734.08,0.75,1.08,63.58,0.07,4.21
333,2008,0.00,185 991.35,356 339.61,0.86,0.44,57.75,0.09,4.99
333,2009,0.00,154 089.05,300 166.64,0.78,2.48,41.88,0.13,11.05
333,2010,0.00,268 016.09,498 226.51,0.84,2.38,42.90,0.09,9.09
333,2011,0.00,302 853.45,493 870.37,0.84,2.86,46.96,0.11,8.19
334,2005,0.00,2 815.32,36 142.03,0.76,1.37,72.35,0.07,8.88
334,2006,0.00,11 169.11,158 234.33,0.36,0.86,57.06,0.33,6.55
334,2007,0.00,70 200.72,219 675.71,0.48,2.91,45.43,0.27,1.54
334,2008,0.00,49 918.69,216 774.49,0.48,1.32,95.52,0.41,5.70
334,2009,0.00,74 011.49,245 137.96,0.49,3.05,93.94,0.41,7.54
334,2010,0.00,160 341.14,317 347.91,0.45,1.21,89.21,0.32,4.42
334,2011,0.00,272 036.45,478 064.97,0.31,0.49,92.75,0.20,0.71
335,2005,0.00,43 991.35,50 610.93,0.53,1.91,63.53,0.26,4.92
335,2006,0.00,83 788.49,97 750.68,0.35,2.32,47.07,0.16,5.94
335,2007,0.00,136 113.04,162 208.32,0.32,6.01,34.00,0.14,4.75
335,2008,0.00,117 660.04,179 927.64,0.45,5.02,83.53,0.13,7.14
335,2009,0.00,129 900.58,258 048.26,0.18,3.42,92.50,0.10,6.89
335,2010,0.00,241 988.22,386 113.70,0.22,1.13,91.19,0.09,5.46
335,2011,0.00,285 516.07,466 832.46,0.22,1.49,89.40,0.15,5.73
336,2005,0.00,56 492.42,81 138.96,0.76,3.56,41.97,0.10,10.87
336,2006,0.00,123 685.64,167 269.88,0.77,5.33,65.34,0.10,5.24
336,2007,0.00,188 998.09,272 627.98,0.47,1.64,77.60,0.09,4.73
336,2008,0.00,175 821.81,239 195.76,0.48,1.02,97.21,0.11,4.14
336,2009,0.00,191 528.54,309 311.73,0.32,0.69,98.59,0.09,5.54
336,2010,0.00,225 495.37,431 979.61,0.31,0.63,96.14,0.06,5.17
336,2011,0.00,291 113.17,457 874.14,0.29,2.18,89.27,0.07,4.72
337,2005,0.00,91 521.24,202 999.02,0.78,3.42,71.70,0.10,8.25
337,2006,0.00,192 696.39,304 563.99,0.73,3.44,72.81,0.09,8.28
337,2007,0.00,259 011.33,432 114.21,0.69,2.90,61.64,0.09,11.90
337,2008,0.00,241 564.04,440 681.01,0.69,3.69,94.38,0.08,13.21
337,2009,0.00,241 386.41,445 638.26,0.62,2.35,97.31,0.09,19.36
337,2010,0.00,232 076.15,472 151.02,0.69,1.03,97.46,0.08,18.24
337,2011,0.00,225 325.08,455 376.08,0.68,1.04,96.00,0.08,19.49
338,2005,0.00,36 905.52,84 056.77,0.74,1.51,70.84,0.13,6.13
338,2006,0.00,71 399.94,160 074.32,0.73,1.47,73.68,0.12,4.29
338,2007,0.00,112 604.11,211 796.85,0.74,1.46,76.94,0.13,3.10
338,2008,0.00,123 367.35,205 159.02,0.70,0.86,97.15,0.14,4.36
338,2009,0.00,117 982.81,250 679.68,0.71,0.62,98.56,0.14,6.27
338,2010,0.00,187 315.40,340 571.37,0.65,0.64,95.12,0.10,4.49
338,2011,0.00,244 877.92,447 826.47,0.76,0.54,96.71,0.09,4.67
339,2005,0.00,97 234.61,233 916.94,0.58,0.85,84.53,0.09,1.78
339,2006,0.00,112 403.62,256 980.94,0.65,1.46,69.38,0.10,3.39
339,2007,0.00,138 303.36,330 288.72,0.72,2.74,80.86,0.14,0.83
339,2008,0.00,176 041.79,390 374.58,0.66,2.19,91.16,0.10,0.87
339,2009,0.00,168 275.90,443 712.79,0.72,1.38,97.32,0.10,4.19
339,2010,0.00,155 498.39,425 569.38,0.53,1.62,89.90,0.11,6.44
339,2011,0.00,113 394.26,447 556.68,0.52,1.68,92.05,0.11,7.67
340,2006,0.00,71 386.46,167 729.60,0.75,1.53,71.99,0.09,2.67
340,2007,0.00,108 801.03,198 067.11,0.74,2.40,58.04,0.10,2.96
340,2008,0.00,85 348.81,182 755.04,0.79,2.11,93.52,0.11,3.97
340,2009,0.00,101 368.13,229 204.27,0.74,1.47,96.72,0.11,6.39
340,2010,0.00,167 365.60,315 313.42,0.71,2.84,83.70,0.10,3.90
340,2011,0.00,296 501.50,445 501.68,0.54,1.43,93.12,0.10,5.79
341,2005,0.00,35 169.08,60 913.79,0.60,2.22,90.15,0.19,1.60
341,2006,0.00,140 031.18,217 739.63,0.65,2.19,71.80,0.14,0.96
341,2007,0.00,224 043.43,449 071.46,0.68,2.26,71.86,0.16,3.00
341,2008,0.00,183 574.53,436 582.50,0.67,1.07,95.12,0.15,4.26
342,2006,0.00,42 676.23,82 470.99,0.40,3.22,44.08,0.52,15.11
342,2007,0.00,81 130.23,128 267.02,0.46,3.46,58.86,0.38,10.82
342,2008,0.00,84 692.93,172 665.25,0.48,3.04,95.08,0.29,12.78
342,2009,0.00,84 147.80,183 813.23,0.51,2.56,97.92,0.27,14.66
342,2010,0.00,144 040.83,271 698.00,0.49,2.13,94.64,0.18,9.47
342,2011,0.00,256 704.63,434 162.08,0.43,0.86,97.83,0.11,8.94
343,2006,92.19,73 106.71,137 124.20,0.59,2.55,66.19,0.06,9.81
343,2008,57.43,149 948.75,288 319.57,0.55,1.04,94.80,0.09,5.74
343,2009,31.46,144 692.25,292 172.07,0.51,0.54,98.08,0.12,8.44
343,2010,64.84,174 104.94,355 085.31,0.37,0.69,96.89,0.10,7.35
343,2011,64.84,263 216.16,432 396.71,0.32,1.00,94.66,0.09,5.30
344,2005,0.00,37 942.33,56 457.75,0.39,3.98,46.98,0.46,8.75
344,2006,0.00,131 516.84,196 437.82,0.29,2.12,44.50,0.45,7.24
344,2007,0.00,250 197.95,313 952.05,0.32,2.03,49.34,0.32,8.57
344,2008,0.00,244 199.44,313 513.20,0.30,1.95,94.11,0.27,11.52
344,2009,0.00,304 557.71,369 550.32,0.32,0.86,98.44,0.24,15.01
344,2010,0.00,342 038.61,401 191.84,0.28,0.74,97.98,0.22,17.38
344,2011,0.00,367 807.46,431 959.98,0.26,0.67,98.94,0.19,19.55
345,2005,0.00,110 034.75,137 368.86,0.41,3.09,50.77,0.11,6.39
345,2006,0.00,160 943.07,215 371.29,0.32,3.51,43.91,0.13,7.20
345,2007,0.00,235 321.43,293 743.06,0.28,3.56,41.17,0.12,8.02
345,2008,0.00,198 318.75,268 397.89,0.41,3.52,91.21,0.14,11.59
345,2009,0.00,177 500.28,357 073.71,0.34,1.57,95.79,0.13,17.46
345,2010,0.00,231 042.72,374 530.07,0.22,2.29,92.50,0.13,15.32
345,2011,0.00,276 351.07,431 124.44,0.26,2.56,85.48,0.12,14.23
346,2006,0.00,89 197.60,129 956.29,0.63,2.46,37.39,0.22,4.49
346,2007,0.00,154 479.39,219 925.89,0.61,5.22,32.17,0.18,3.79
346,2008,0.00,143 430.62,197 079.76,0.64,2.90,83.57,0.15,4.12
346,2009,0.00,229 471.12,291 653.15,0.56,1.06,92.48,0.26,4.13
346,2010,0.00,208 503.42,364 606.98,0.47,1.27,88.19,0.21,5.44
346,2011,0.00,270 590.63,429 196.32,0.40,1.11,88.74,0.17,5.56
347,2005,0.00,76 545.20,123 174.33,0.56,1.34,26.79,0.19,11.19
347,2006,0.00,107 277.48,150 827.88,0.60,4.54,29.74,0.20,11.90
347,2007,0.00,134 787.17,184 947.04,0.67,5.07,30.26,0.20,12.89
347,2008,0.00,111 840.62,170 927.29,0.61,4.09,94.99,0.20,17.62
347,2009,0.00,127 396.02,330 432.03,0.83,2.65,96.11,0.12,18.37
347,2010,0.00,147 746.12,356 977.40,0.75,3.53,93.62,0.13,15.44
347,2011,0.00,173 254.71,417 466.67,0.71,3.17,91.72,0.12,13.87
348,2007,0.00,88 249.46,316 397.77,0.47,1.46,51.55,0.49,2.49
348,2008,0.00,118 016.03,252 605.18,0.24,2.83,92.61,0.53,5.37
348,2009,0.00,294 586.09,417 042.97,0.46,-1.44,102.55,0.30,8.56
349,2005,0.00,184 222.16,255 042.14,0.36,1.56,71.76,0.20,2.36
349,2006,0.00,348 634.61,461 070.78,0.69,2.26,45.64,0.12,3.86
349,2007,0.00,218 655.27,472 594.94,0.74,2.35,39.95,0.14,13.45
349,2008,0.00,212 123.87,358 699.89,0.53,1.55,96.48,0.15,15.97
349,2009,0.00,219 330.75,326 477.87,0.54,1.16,98.31,0.17,19.23
349,2010,0.00,240 270.03,445 628.87,0.52,0.99,95.21,0.13,17.69
349,2011,0.00,162 436.10,415 701.46,0.48,0.89,96.57,0.13,20.15
351,2005,0.00,48 094.64,59 718.44,0.69,1.84,50.28,0.14,2.12
351,2006,0.00,83 337.35,106 393.09,0.80,1.51,53.81,0.13,2.22
351,2007,0.00,128 190.06,167 732.03,0.80,1.60,45.32,0.12,3.59
351,2008,0.00,136 307.03,178 457.11,0.71,1.77,91.95,0.11,5.09
351,2009,0.00,164 351.41,258 931.85,0.67,0.97,95.84,0.14,8.85
351,2010,0.00,202 499.20,349 065.25,0.58,0.99,93.52,0.13,10.43
351,2011,0.00,174 469.61,409 599.60,0.32,1.72,89.79,0.15,11.56
352,2005,0.00,92 167.15,125 221.86,0.37,2.04,49.15,0.09,1.72
352,2006,0.00,158 053.10,211 674.60,0.31,2.07,60.49,0.13,0.92
352,2007,0.00,252 318.20,348 782.58,0.28,1.88,65.58,0.12,0.32
352,2008,0.00,273 352.75,341 619.15,0.31,2.54,70.58,0.12,0.96
352,2009,0.00,264 810.63,360 641.63,0.20,0.83,93.09,0.15,5.64
352,2010,0.00,270 601.10,406 427.54,0.24,0.62,94.61,0.12,7.84
352,2011,0.00,180 402.31,408 373.09,0.23,0.85,94.27,0.13,12.55
353,2005,0.00,117 241.91,182 833.15,0.49,1.38,62.45,0.21,5.92
353,2006,0.00,179 505.03,262 081.68,0.49,1.43,70.51,0.17,5.81
353,2007,0.00,266 374.14,380 576.13,0.55,1.66,70.32,0.13,5.14
353,2008,0.00,215 929.78,336 097.07,0.59,1.88,94.46,0.13,5.31
353,2009,0.00,228 444.34,417 785.82,0.60,0.61,98.73,0.12,5.73
353,2010,0.00,235 746.97,399 726.04,0.61,0.87,94.02,0.13,6.82
